Course code,Study Period,Academic Year,Teacher Id,Hours,Course Instance
1069,2.0,2015-2016,19640220-0029,260.0,I-3899
1069,2.0,2015-2016,19750331-0036,120.0,I-3899
1069,2.0,2015-2016,19910927-0128,100.0,I-3899
1020,4.0,2015-2016,19601021-0018,280.0,I-3900
1020,4.0,2015-2016,19750220-0037,140.0,I-3900
1020,4.0,2015-2016,19920505-0115,100.0,I-3900
1263,2.0,2015-2016,19560705-0025,260.0,I-3901
1263,2.0,2015-2016,19780424-0057,140.0,I-3901
1157,1.0,2015-2016,19620831-0024,240.0,I-3902
1157,1.0,2015-2016,19781125-0031,140.0,I-3902
1116,3.0,2015-2016,19580218-0007,240.0,I-3903
1116,3.0,2015-2016,19790708-0041,140.0,I-3903
1018,4.0,2015-2016,19600529-0021,260.0,I-3904
1018,4.0,2015-2016,19760524-0046,140.0,I-3904
1242,1.0,2016-2017,19690513-0015,260.0,I-3905
1242,1.0,2016-2017,19781130-0054,100.0,I-3905
1289,4.0,2016-2017,19600814-0002,280.0,I-3906
1289,4.0,2016-2017,19750512-0043,100.0,I-3906
1289,4.0,2016-2017,19910327-0096,120.0,I-3906
1290,3.0,2016-2017,19570615-0011,260.0,I-3907
1290,3.0,2016-2017,19750331-0036,120.0,I-3907
1228,4.0,2016-2017,19570828-0008,240.0,I-3908
1228,4.0,2016-2017,19790702-0038,120.0,I-3908
1103,1.0,2016-2017,19610623-0005,280.0,I-3909
1103,1.0,2016-2017,19780424-0057,100.0,I-3909
1268,4.0,2016-2017,19690513-0015,240.0,I-3910
1268,4.0,2016-2017,19770713-0042,140.0,I-3910
1186,1.0,2016-2017,19580218-0007,280.0,I-3911
1186,1.0,2016-2017,19750102-0059,140.0,I-3911
1186,1.0,2016-2017,19900321-0080,120.0,I-3911
1135,3.0,2016-2017,19601021-0018,260.0,I-3912
1135,3.0,2016-2017,19790717-0045,100.0,I-3912
1135,3.0,2016-2017,19910514-0068,100.0,I-3912
1119,2.0,2016-2017,19590129-0004,260.0,I-3913
1119,2.0,2016-2017,19770713-0042,100.0,I-3913
1119,2.0,2016-2017,19910206-0081,100.0,I-3913
1084,1.0,2016-2017,19561222-0030,280.0,I-3914
1084,1.0,2016-2017,19750102-0059,100.0,I-3914
1084,1.0,2016-2017,19930616-0127,100.0,I-3914
1048,3.0,2016-2017,19630126-0001,240.0,I-3915
1048,3.0,2016-2017,19750220-0037,120.0,I-3915
1048,3.0,2016-2017,19900119-0104,140.0,I-3915
1068,1.0,2017-2018,19610623-0005,240.0,I-3916
1068,1.0,2017-2018,19761020-0044,120.0,I-3916
1229,2.0,2017-2018,19620831-0024,240.0,I-3917
1229,2.0,2017-2018,19761024-0034,120.0,I-3917
1005,2.0,2017-2018,19640220-0029,280.0,I-3918
1005,2.0,2017-2018,19750102-0059,120.0,I-3918
1205,4.0,2017-2018,19630126-0001,240.0,I-3919
1205,4.0,2017-2018,19770224-0058,100.0,I-3919
1188,2.0,2017-2018,19650303-0019,280.0,I-3920
1188,2.0,2017-2018,19780815-0047,120.0,I-3920
1182,3.0,2017-2018,19570826-0012,240.0,I-3921
1182,3.0,2017-2018,19750722-0060,140.0,I-3921
1102,1.0,2017-2018,19570826-0012,260.0,I-3922
1102,1.0,2017-2018,19750512-0043,120.0,I-3922
1102,1.0,2017-2018,19901026-0111,140.0,I-3922
1037,2.0,2018-2019,19610620-0006,280.0,I-3923
1037,2.0,2018-2019,19771013-0040,120.0,I-3923
1291,2.0,2018-2019,19580515-0017,240.0,I-3924
1291,2.0,2018-2019,19790708-0041,140.0,I-3924
1291,2.0,2018-2019,19900616-0124,140.0,I-3924
1271,1.0,2018-2019,19580515-0017,260.0,I-3925
1271,1.0,2018-2019,19790702-0038,140.0,I-3925
1271,1.0,2018-2019,19920316-0107,120.0,I-3925
1264,1.0,2018-2019,19640414-0013,260.0,I-3926
1264,1.0,2018-2019,19750220-0037,140.0,I-3926
1264,1.0,2018-2019,19931212-0079,120.0,I-3926
1146,1.0,2018-2019,19690917-0022,280.0,I-3927
1146,1.0,2018-2019,19750417-0051,100.0,I-3927
1146,1.0,2018-2019,19910214-0084,100.0,I-3927
1214,3.0,2018-2019,19650303-0019,240.0,I-3928
1214,3.0,2018-2019,19751018-0039,100.0,I-3928
1214,3.0,2018-2019,19930414-0106,140.0,I-3928
1180,4.0,2018-2019,19600529-0021,260.0,I-3929
1180,4.0,2018-2019,19790702-0038,100.0,I-3929
1180,4.0,2018-2019,19910927-0128,140.0,I-3929
1112,2.0,2018-2019,19560612-0010,240.0,I-3930
1112,2.0,2018-2019,19760108-0050,100.0,I-3930
1112,2.0,2018-2019,19920917-0109,140.0,I-3930
1085,3.0,2018-2019,19620424-0026,260.0,I-3931
1085,3.0,2018-2019,19770713-0042,100.0,I-3931
1085,3.0,2018-2019,19900701-0113,100.0,I-3931
1033,1.0,2018-2019,19570828-0008,280.0,I-3932
1033,1.0,2018-2019,19751018-0039,100.0,I-3932
1033,1.0,2018-2019,19900511-0134,120.0,I-3932
1172,3.0,2019-2020,19561222-0030,280.0,I-3933
1172,3.0,2019-2020,19780815-0047,120.0,I-3933
1135,3.0,2019-2020,19580218-0007,260.0,I-3934
1135,3.0,2019-2020,19761009-0055,120.0,I-3934
1269,4.0,2019-2020,19660630-0020,260.0,I-3935
1269,4.0,2019-2020,19780815-0047,140.0,I-3935
1269,4.0,2019-2020,19930326-0132,120.0,I-3935
1180,1.0,2019-2020,19690513-0015,240.0,I-3936
1180,1.0,2019-2020,19781217-0053,120.0,I-3936
1152,1.0,2019-2020,19580515-0017,240.0,I-3937
1152,1.0,2019-2020,19780602-0035,120.0,I-3937
1019,2.0,2019-2020,19620831-0024,280.0,I-3938
1019,2.0,2019-2020,19780424-0057,120.0,I-3938
1272,4.0,2019-2020,19660630-0020,260.0,I-3939
1272,4.0,2019-2020,19790618-0048,100.0,I-3939
1208,1.0,2019-2020,19690408-0009,260.0,I-3940
1208,1.0,2019-2020,19780424-0057,100.0,I-3940
1208,1.0,2019-2020,19900909-0123,100.0,I-3940
1194,2.0,2019-2020,19680712-0028,260.0,I-3941
1194,2.0,2019-2020,19780815-0047,120.0,I-3941
1194,2.0,2019-2020,19900909-0123,100.0,I-3941
1188,4.0,2019-2020,19610620-0006,260.0,I-3942
1188,4.0,2019-2020,19780424-0057,140.0,I-3942
1168,3.0,2019-2020,19620522-0023,260.0,I-3943
1168,3.0,2019-2020,19771013-0040,140.0,I-3943
1058,2.0,2019-2020,19560612-0010,280.0,I-3944
1058,2.0,2019-2020,19781130-0054,120.0,I-3944
1122,4.0,2020-2021,19580515-0017,260.0,I-3945
1122,4.0,2020-2021,19780602-0035,100.0,I-3945
1097,2.0,2020-2021,19610620-0006,280.0,I-3946
1097,2.0,2020-2021,19790426-0049,140.0,I-3946
1097,2.0,2020-2021,19931212-0079,100.0,I-3946
1212,3.0,2020-2021,19580515-0017,280.0,I-3947
1212,3.0,2020-2021,19750417-0051,100.0,I-3947
1212,3.0,2020-2021,19900902-0090,100.0,I-3947
1210,4.0,2020-2021,19610918-0027,280.0,I-3948
1210,4.0,2020-2021,19790708-0041,140.0,I-3948
1095,1.0,2020-2021,19630126-0001,240.0,I-3949
1095,1.0,2020-2021,19781217-0053,120.0,I-3949
1095,1.0,2020-2021,19910214-0084,140.0,I-3949
1241,1.0,2020-2021,19560705-0025,280.0,I-3950
1241,1.0,2020-2021,19760524-0046,140.0,I-3950
1206,1.0,2020-2021,19580218-0007,280.0,I-3951
1206,1.0,2020-2021,19750102-0059,100.0,I-3951
1206,1.0,2020-2021,19930414-0106,140.0,I-3951
1144,1.0,2020-2021,19570615-0011,260.0,I-3952
1144,1.0,2020-2021,19760108-0050,100.0,I-3952
1144,1.0,2020-2021,19930414-0106,140.0,I-3952
1030,1.0,2020-2021,19570615-0011,260.0,I-3953
1030,1.0,2020-2021,19761024-0034,120.0,I-3953
1026,4.0,2020-2021,19561222-0030,280.0,I-3954
1026,4.0,2020-2021,19750417-0051,100.0,I-3954
1026,4.0,2020-2021,19920917-0109,100.0,I-3954
1018,4.0,2021-2022,19580218-0007,260.0,I-3955
1018,4.0,2021-2022,19781125-0031,100.0,I-3955
1270,2.0,2021-2022,19600529-0021,240.0,I-3956
1270,2.0,2021-2022,19750122-0056,100.0,I-3956
1270,2.0,2021-2022,19900128-0095,100.0,I-3956
1215,4.0,2021-2022,19590129-0004,240.0,I-3957
1215,4.0,2021-2022,19781125-0031,120.0,I-3957
1215,4.0,2021-2022,19900201-0074,120.0,I-3957
1208,2.0,2021-2022,19610620-0006,280.0,I-3958
1208,2.0,2021-2022,19790426-0049,100.0,I-3958
1208,2.0,2021-2022,19930221-0139,100.0,I-3958
1243,2.0,2021-2022,19690513-0015,280.0,I-3959
1243,2.0,2021-2022,19781217-0053,100.0,I-3959
1243,2.0,2021-2022,19921218-0101,140.0,I-3959
1167,1.0,2021-2022,19690408-0009,260.0,I-3960
1167,1.0,2021-2022,19750512-0043,140.0,I-3960
1100,2.0,2021-2022,19680712-0028,280.0,I-3961
1100,2.0,2021-2022,19761020-0044,120.0,I-3961
1095,1.0,2021-2022,19690917-0022,240.0,I-3962
1095,1.0,2021-2022,19790717-0045,140.0,I-3962
1095,1.0,2021-2022,19930508-0061,120.0,I-3962
1074,2.0,2021-2022,19620424-0026,260.0,I-3963
1074,2.0,2021-2022,19761024-0034,140.0,I-3963
1194,4.0,2022-2023,19580218-0007,240.0,I-3964
1194,4.0,2022-2023,19790702-0038,100.0,I-3964
1194,4.0,2022-2023,19920504-0093,120.0,I-3964
1289,4.0,2022-2023,19600905-0003,260.0,I-3965
1289,4.0,2022-2023,19771013-0040,120.0,I-3965
1109,3.0,2022-2023,19570828-0008,240.0,I-3966
1109,3.0,2022-2023,19770713-0042,100.0,I-3966
1109,3.0,2022-2023,19931231-0099,120.0,I-3966
1058,2.0,2022-2023,19611219-0014,280.0,I-3967
1058,2.0,2022-2023,19750906-0032,100.0,I-3967
1058,2.0,2022-2023,19900909-0123,100.0,I-3967
1269,1.0,2022-2023,19690917-0022,240.0,I-3968
1269,1.0,2022-2023,19761024-0034,140.0,I-3968
1269,1.0,2022-2023,19900701-0113,140.0,I-3968
1152,1.0,2022-2023,19580515-0017,280.0,I-3969
1152,1.0,2022-2023,19750417-0051,120.0,I-3969
1152,1.0,2022-2023,19930508-0061,140.0,I-3969
1091,2.0,2022-2023,19570826-0012,240.0,I-3970
1091,2.0,2022-2023,19770224-0058,120.0,I-3970
1091,2.0,2022-2023,19900426-0089,140.0,I-3970
1075,2.0,2022-2023,19620831-0024,240.0,I-3971
1075,2.0,2022-2023,19751018-0039,140.0,I-3971
1075,2.0,2022-2023,19900426-0089,120.0,I-3971
1067,3.0,2022-2023,19600814-0002,280.0,I-3972
1067,3.0,2022-2023,19770224-0058,140.0,I-3972
1067,3.0,2022-2023,19910421-0067,100.0,I-3972
1011,4.0,2022-2023,19561222-0030,280.0,I-3973
1011,4.0,2022-2023,19781130-0054,100.0,I-3973
1226,2.0,2023-2024,19690917-0022,260.0,I-3974
1226,2.0,2023-2024,19750722-0060,100.0,I-3974
1226,2.0,2023-2024,19900430-0112,140.0,I-3974
1010,3.0,2023-2024,19650303-0019,240.0,I-3975
1010,3.0,2023-2024,19761009-0055,120.0,I-3975
1010,3.0,2023-2024,19931226-0118,120.0,I-3975
1223,3.0,2023-2024,19570828-0008,280.0,I-3976
1223,3.0,2023-2024,19780815-0047,100.0,I-3976
1223,3.0,2023-2024,19930302-0135,140.0,I-3976
1184,2.0,2023-2024,19610620-0006,240.0,I-3977
1184,2.0,2023-2024,19770713-0042,120.0,I-3977
1171,1.0,2023-2024,19570828-0008,280.0,I-3978
1171,1.0,2023-2024,19790708-0041,100.0,I-3978
1165,4.0,2023-2024,19561222-0030,260.0,I-3979
1165,4.0,2023-2024,19750102-0059,140.0,I-3979
1165,4.0,2023-2024,19900430-0112,100.0,I-3979
1288,1.0,2023-2024,19561222-0030,280.0,I-3980
1288,1.0,2023-2024,19750220-0037,100.0,I-3980
1288,1.0,2023-2024,19900426-0089,140.0,I-3980
1281,4.0,2023-2024,19610623-0005,280.0,I-3981
1281,4.0,2023-2024,19771013-0040,100.0,I-3981
1280,4.0,2023-2024,19560705-0025,260.0,I-3982
1280,4.0,2023-2024,19790708-0041,100.0,I-3982
1180,2.0,2023-2024,19660630-0020,240.0,I-3983
1180,2.0,2023-2024,19750512-0043,100.0,I-3983
1044,1.0,2023-2024,19690917-0022,240.0,I-3984
1044,1.0,2023-2024,19781130-0054,140.0,I-3984
1031,3.0,2023-2024,19580218-0007,260.0,I-3985
1031,3.0,2023-2024,19790702-0038,140.0,I-3985
1237,1.0,2013-2014,19570615-0011,240.0,I-3986
1237,1.0,2013-2014,19761020-0044,100.0,I-3986
1237,1.0,2013-2014,19900616-0124,120.0,I-3986
1201,4.0,2013-2014,19561222-0030,280.0,I-3987
1201,4.0,2013-2014,19770224-0058,120.0,I-3987
1202,3.0,2013-2014,19580218-0007,240.0,I-3988
1202,3.0,2013-2014,19780317-0052,140.0,I-3988
1202,3.0,2013-2014,19930414-0106,140.0,I-3988
1060,4.0,2013-2014,19620424-0026,280.0,I-3989
1060,4.0,2013-2014,19781130-0054,100.0,I-3989
1060,4.0,2013-2014,19910514-0068,120.0,I-3989
1041,4.0,2013-2014,19640414-0013,260.0,I-3990
1041,4.0,2013-2014,19770713-0042,100.0,I-3990
1041,4.0,2013-2014,19921123-0108,120.0,I-3990
1256,2.0,2013-2014,19611219-0014,240.0,I-3991
1256,2.0,2013-2014,19761009-0055,140.0,I-3991
1255,3.0,2013-2014,19600529-0021,280.0,I-3992
1255,3.0,2013-2014,19750417-0051,140.0,I-3992
1247,3.0,2013-2014,19560612-0010,260.0,I-3993
1247,3.0,2013-2014,19750705-0033,120.0,I-3993
1200,3.0,2013-2014,19630126-0001,260.0,I-3994
1200,3.0,2013-2014,19761009-0055,100.0,I-3994
1200,3.0,2013-2014,19900701-0138,100.0,I-3994
1168,2.0,2013-2014,19620424-0026,240.0,I-3995
1168,2.0,2013-2014,19770224-0058,120.0,I-3995
1168,2.0,2013-2014,19901029-0071,120.0,I-3995
1194,3.0,2014-2015,19640414-0013,240.0,I-3996
1194,3.0,2014-2015,19790426-0049,100.0,I-3996
1194,3.0,2014-2015,19930709-0100,100.0,I-3996
1122,2.0,2014-2015,19570826-0012,280.0,I-3997
1122,2.0,2014-2015,19780424-0057,120.0,I-3997
1122,2.0,2014-2015,19930616-0127,140.0,I-3997
1212,2.0,2014-2015,19610620-0006,280.0,I-3998
1212,2.0,2014-2015,19750906-0032,120.0,I-3998
1109,4.0,2014-2015,19560705-0025,260.0,I-3999
1109,4.0,2014-2015,19750512-0043,120.0,I-3999
1224,4.0,2014-2015,19660630-0020,280.0,I-4000
1224,4.0,2014-2015,19750331-0036,120.0,I-4000
1224,4.0,2014-2015,19921127-0120,120.0,I-4000
1209,1.0,2014-2015,19560705-0025,280.0,I-4001
1209,1.0,2014-2015,19751018-0039,140.0,I-4001
1209,1.0,2014-2015,19910403-0131,140.0,I-4001
1195,1.0,2014-2015,19650303-0019,280.0,I-4002
1195,1.0,2014-2015,19761020-0044,120.0,I-4002
1131,1.0,2014-2015,19610918-0027,240.0,I-4003
1131,1.0,2014-2015,19790618-0048,140.0,I-4003
1036,2.0,2014-2015,19570615-0011,260.0,I-4004
1036,2.0,2014-2015,19760524-0046,100.0,I-4004
1233,3.0,2015-2016,19601021-0018,280.0,I-4005
1233,3.0,2015-2016,19750705-0033,100.0,I-4005
1233,3.0,2015-2016,19900211-0140,100.0,I-4005
1085,2.0,2015-2016,19600814-0002,240.0,I-4006
1085,2.0,2015-2016,19750220-0037,100.0,I-4006
1085,2.0,2015-2016,19921002-0129,100.0,I-4006
1291,1.0,2015-2016,19640220-0029,240.0,I-4007
1291,1.0,2015-2016,19750512-0043,140.0,I-4007
1133,4.0,2015-2016,19690513-0015,280.0,I-4008
1133,4.0,2015-2016,19780424-0057,100.0,I-4008
1133,4.0,2015-2016,19931212-0079,100.0,I-4008
1131,4.0,2015-2016,19590129-0004,280.0,I-4009
1131,4.0,2015-2016,19780424-0057,140.0,I-4009
1280,1.0,2015-2016,19620831-0024,280.0,I-4010
1280,1.0,2015-2016,19790426-0049,100.0,I-4010
1258,1.0,2015-2016,19630126-0001,240.0,I-4011
1258,1.0,2015-2016,19750705-0033,100.0,I-4011
1137,3.0,2015-2016,19600814-0002,260.0,I-4012
1137,3.0,2015-2016,19760108-0050,100.0,I-4012
1121,1.0,2015-2016,19620831-0024,240.0,I-4013
1121,1.0,2015-2016,19790618-0048,120.0,I-4013
1082,3.0,2015-2016,19620424-0026,280.0,I-4014
1082,3.0,2015-2016,19790708-0041,140.0,I-4014
1297,2.0,2016-2017,19640220-0029,280.0,I-4015
1297,2.0,2016-2017,19770224-0058,140.0,I-4015
1266,3.0,2016-2017,19690917-0022,280.0,I-4016
1266,3.0,2016-2017,19780424-0057,100.0,I-4016
1190,1.0,2016-2017,19600905-0003,260.0,I-4017
1190,1.0,2016-2017,19750512-0043,120.0,I-4017
1086,3.0,2016-2017,19580218-0007,280.0,I-4018
1086,3.0,2016-2017,19761009-0055,120.0,I-4018
1086,3.0,2016-2017,19910327-0096,140.0,I-4018
1050,3.0,2016-2017,19640414-0013,240.0,I-4019
1050,3.0,2016-2017,19750331-0036,140.0,I-4019
1050,3.0,2016-2017,19900426-0089,120.0,I-4019
1276,3.0,2016-2017,19650303-0019,280.0,I-4020
1276,3.0,2016-2017,19761009-0055,100.0,I-4020
1276,3.0,2016-2017,19930221-0139,100.0,I-4020
1166,4.0,2016-2017,19690917-0022,260.0,I-4021
1166,4.0,2016-2017,19750417-0051,120.0,I-4021
1046,4.0,2016-2017,19640220-0029,280.0,I-4022
1046,4.0,2016-2017,19781130-0054,140.0,I-4022
1046,4.0,2016-2017,19910403-0131,100.0,I-4022
1030,1.0,2016-2017,19680712-0028,280.0,I-4023
1030,1.0,2016-2017,19761020-0044,140.0,I-4023
1030,1.0,2016-2017,19910101-0133,140.0,I-4023
1009,3.0,2016-2017,19650303-0019,260.0,I-4024
1009,3.0,2016-2017,19761009-0055,140.0,I-4024
1009,3.0,2016-2017,19920320-0121,100.0,I-4024
1082,4.0,2017-2018,19640220-0029,240.0,I-4025
1082,4.0,2017-2018,19790426-0049,120.0,I-4025
1082,4.0,2017-2018,19901026-0111,100.0,I-4025
1296,4.0,2017-2018,19580218-0007,260.0,I-4026
1296,4.0,2017-2018,19750906-0032,100.0,I-4026
1190,4.0,2017-2018,19620522-0023,260.0,I-4027
1190,4.0,2017-2018,19790618-0048,100.0,I-4027
1190,4.0,2017-2018,19901011-0119,140.0,I-4027
1039,3.0,2017-2018,19630126-0001,280.0,I-4028
1039,3.0,2017-2018,19780424-0057,140.0,I-4028
1250,2.0,2017-2018,19660630-0020,240.0,I-4029
1250,2.0,2017-2018,19750906-0032,100.0,I-4029
1169,3.0,2017-2018,19640220-0029,260.0,I-4030
1169,3.0,2017-2018,19750122-0056,120.0,I-4030
1090,1.0,2017-2018,19580515-0017,240.0,I-4031
1090,1.0,2017-2018,19780317-0052,140.0,I-4031
1057,2.0,2017-2018,19590129-0004,240.0,I-4032
1057,2.0,2017-2018,19790717-0045,120.0,I-4032
1013,1.0,2017-2018,19600905-0003,240.0,I-4033
1013,1.0,2017-2018,19780317-0052,120.0,I-4033
1013,1.0,2017-2018,19920505-0115,140.0,I-4033
1266,3.0,2018-2019,19690917-0022,240.0,I-4034
1266,3.0,2018-2019,19790708-0041,140.0,I-4034
1266,3.0,2018-2019,19900801-0130,120.0,I-4034
1240,4.0,2018-2019,19620831-0024,260.0,I-4035
1240,4.0,2018-2019,19760524-0046,120.0,I-4035
1240,4.0,2018-2019,19931118-0062,140.0,I-4035
1278,4.0,2018-2019,19600529-0021,260.0,I-4036
1278,4.0,2018-2019,19770224-0058,140.0,I-4036
1278,4.0,2018-2019,19901026-0111,140.0,I-4036
1254,1.0,2018-2019,19610918-0027,260.0,I-4037
1254,1.0,2018-2019,19750122-0056,100.0,I-4037
1098,1.0,2018-2019,19600814-0002,260.0,I-4038
1098,1.0,2018-2019,19750331-0036,140.0,I-4038
1084,2.0,2018-2019,19680712-0028,260.0,I-4039
1084,2.0,2018-2019,19790702-0038,140.0,I-4039
1056,4.0,2018-2019,19610620-0006,240.0,I-4040
1056,4.0,2018-2019,19750722-0060,140.0,I-4040
1053,3.0,2018-2019,19601021-0018,260.0,I-4041
1053,3.0,2018-2019,19750417-0051,100.0,I-4041
1053,3.0,2018-2019,19931226-0118,120.0,I-4041
1051,2.0,2018-2019,19560705-0025,240.0,I-4042
1051,2.0,2018-2019,19770224-0058,100.0,I-4042
1066,1.0,2019-2020,19620831-0024,280.0,I-4043
1066,1.0,2019-2020,19750102-0059,100.0,I-4043
1066,1.0,2019-2020,19900128-0095,100.0,I-4043
1007,2.0,2019-2020,19640414-0013,280.0,I-4044
1007,2.0,2019-2020,19781217-0053,100.0,I-4044
1290,4.0,2019-2020,19580218-0007,240.0,I-4045
1290,4.0,2019-2020,19790618-0048,140.0,I-4045
1290,4.0,2019-2020,19921123-0108,120.0,I-4045
1153,3.0,2019-2020,19601021-0018,240.0,I-4046
1153,3.0,2019-2020,19780602-0035,140.0,I-4046
1153,3.0,2019-2020,19931212-0079,100.0,I-4046
1115,2.0,2019-2020,19611219-0014,280.0,I-4047
1115,2.0,2019-2020,19760108-0050,140.0,I-4047
1115,2.0,2019-2020,19920917-0109,120.0,I-4047
1263,3.0,2019-2020,19660630-0020,260.0,I-4048
1263,3.0,2019-2020,19771013-0040,100.0,I-4048
1229,4.0,2019-2020,19680712-0028,240.0,I-4049
1229,4.0,2019-2020,19750331-0036,140.0,I-4049
1181,4.0,2019-2020,19580515-0017,260.0,I-4050
1181,4.0,2019-2020,19780317-0052,140.0,I-4050
1181,4.0,2019-2020,19900124-0064,100.0,I-4050
1082,4.0,2019-2020,19560812-0016,240.0,I-4051
1082,4.0,2019-2020,19751018-0039,100.0,I-4051
1058,2.0,2020-2021,19680712-0028,260.0,I-4052
1058,2.0,2020-2021,19790702-0038,140.0,I-4052
1237,4.0,2020-2021,19580515-0017,280.0,I-4053
1237,4.0,2020-2021,19780602-0035,120.0,I-4053
1237,4.0,2020-2021,19930616-0127,100.0,I-4053
1176,2.0,2020-2021,19640220-0029,260.0,I-4054
1176,2.0,2020-2021,19761020-0044,120.0,I-4054
1125,3.0,2020-2021,19660630-0020,280.0,I-4055
1125,3.0,2020-2021,19750417-0051,100.0,I-4055
1297,3.0,2020-2021,19600814-0002,260.0,I-4056
1297,3.0,2020-2021,19790426-0049,140.0,I-4056
1275,2.0,2020-2021,19570826-0012,280.0,I-4057
1275,2.0,2020-2021,19790702-0038,140.0,I-4057
1266,4.0,2020-2021,19580218-0007,260.0,I-4058
1266,4.0,2020-2021,19771013-0040,140.0,I-4058
1266,4.0,2020-2021,19910514-0068,120.0,I-4058
1231,2.0,2020-2021,19650303-0019,240.0,I-4059
1231,2.0,2020-2021,19761024-0034,100.0,I-4059
1119,3.0,2020-2021,19650303-0019,240.0,I-4060
1119,3.0,2020-2021,19780815-0047,100.0,I-4060
1072,2.0,2020-2021,19640414-0013,240.0,I-4061
1072,2.0,2020-2021,19750417-0051,140.0,I-4061
1250,1.0,2021-2022,19600814-0002,240.0,I-4062
1250,1.0,2021-2022,19790702-0038,120.0,I-4062
1250,1.0,2021-2022,19921208-0097,140.0,I-4062
1274,1.0,2021-2022,19660630-0020,260.0,I-4063
1274,1.0,2021-2022,19770713-0042,100.0,I-4063
1274,1.0,2021-2022,19900426-0089,100.0,I-4063
1080,1.0,2021-2022,19650303-0019,280.0,I-4064
1080,1.0,2021-2022,19781217-0053,120.0,I-4064
1080,1.0,2021-2022,19930829-0082,100.0,I-4064
1066,2.0,2021-2022,19570826-0012,260.0,I-4065
1066,2.0,2021-2022,19770224-0058,120.0,I-4065
1287,3.0,2021-2022,19570826-0012,240.0,I-4066
1287,3.0,2021-2022,19780815-0047,140.0,I-4066
1264,1.0,2021-2022,19660630-0020,240.0,I-4067
1264,1.0,2021-2022,19761020-0044,140.0,I-4067
1264,1.0,2021-2022,19900211-0140,100.0,I-4067
1248,3.0,2021-2022,19640220-0029,260.0,I-4068
1248,3.0,2021-2022,19790708-0041,120.0,I-4068
1173,2.0,2021-2022,19690917-0022,260.0,I-4069
1173,2.0,2021-2022,19750722-0060,120.0,I-4069
1148,2.0,2021-2022,19640220-0029,280.0,I-4070
1148,2.0,2021-2022,19790708-0041,100.0,I-4070
1046,1.0,2021-2022,19610620-0006,240.0,I-4071
1046,1.0,2021-2022,19760524-0046,100.0,I-4071
1167,1.0,2022-2023,19580515-0017,280.0,I-4072
1167,1.0,2022-2023,19760108-0050,120.0,I-4072
1297,2.0,2022-2023,19610918-0027,280.0,I-4073
1297,2.0,2022-2023,19761020-0044,120.0,I-4073
1227,4.0,2022-2023,19690408-0009,280.0,I-4074
1227,4.0,2022-2023,19771013-0040,120.0,I-4074
1172,1.0,2022-2023,19610620-0006,260.0,I-4075
1172,1.0,2022-2023,19750417-0051,120.0,I-4075
1172,1.0,2022-2023,19910817-0092,140.0,I-4075
1146,3.0,2022-2023,19601021-0018,240.0,I-4076
1146,3.0,2022-2023,19780317-0052,140.0,I-4076
1084,2.0,2022-2023,19580515-0017,260.0,I-4077
1084,2.0,2022-2023,19790702-0038,140.0,I-4077
1084,2.0,2022-2023,19931118-0062,100.0,I-4077
1066,4.0,2022-2023,19690513-0015,280.0,I-4078
1066,4.0,2022-2023,19750122-0056,120.0,I-4078
1055,2.0,2022-2023,19650303-0019,280.0,I-4079
1055,2.0,2022-2023,19781125-0031,100.0,I-4079
1055,2.0,2022-2023,19910514-0068,120.0,I-4079
1004,3.0,2022-2023,19660630-0020,240.0,I-4080
1004,3.0,2022-2023,19790618-0048,140.0,I-4080
1225,1.0,2023-2024,19610623-0005,240.0,I-4081
1225,1.0,2023-2024,19770713-0042,120.0,I-4081
1201,4.0,2023-2024,19560612-0010,240.0,I-4082
1201,4.0,2023-2024,19781125-0031,140.0,I-4082
1272,1.0,2023-2024,19690513-0015,240.0,I-4083
1272,1.0,2023-2024,19761024-0034,100.0,I-4083
1272,1.0,2023-2024,19931203-0066,100.0,I-4083
1269,2.0,2023-2024,19561222-0030,280.0,I-4084
1269,2.0,2023-2024,19790708-0041,140.0,I-4084
1254,2.0,2023-2024,19640414-0013,240.0,I-4085
1254,2.0,2023-2024,19790708-0041,140.0,I-4085
1233,4.0,2023-2024,19560812-0016,240.0,I-4086
1233,4.0,2023-2024,19790618-0048,120.0,I-4086
1233,4.0,2023-2024,19930414-0106,140.0,I-4086
1296,4.0,2023-2024,19690513-0015,260.0,I-4087
1296,4.0,2023-2024,19781125-0031,120.0,I-4087
1199,2.0,2023-2024,19630126-0001,240.0,I-4088
1199,2.0,2023-2024,19780317-0052,140.0,I-4088
1199,2.0,2023-2024,19921218-0101,100.0,I-4088
1121,3.0,2023-2024,19620831-0024,280.0,I-4089
1121,3.0,2023-2024,19790702-0038,100.0,I-4089
1070,2.0,2023-2024,19650303-0019,240.0,I-4090
1070,2.0,2023-2024,19771013-0040,120.0,I-4090
1070,2.0,2023-2024,19931203-0066,140.0,I-4090
1027,3.0,2023-2024,19560812-0016,260.0,I-4091
1027,3.0,2023-2024,19790708-0041,100.0,I-4091
1039,1.0,2013-2014,19590129-0004,240.0,I-4092
1039,1.0,2013-2014,19750512-0043,100.0,I-4092
1248,2.0,2013-2014,19610620-0006,280.0,I-4093
1248,2.0,2013-2014,19780424-0057,140.0,I-4093
1248,2.0,2013-2014,19921208-0097,140.0,I-4093
1157,3.0,2013-2014,19690513-0015,260.0,I-4094
